"word_lex_0";"word_form_0";"word_gramm_0";"word_pos_0";"freq";"freq_CI_bottom";"freq_CI_upper";"ipm";"ipm_CI_bottom";"ipm_CI_upper";"hits";"hits_CI_bottom";"hits_CI_upper"
"оставаться";"остается";"V,3p,indic,intr,ipf,med,praes,sg";"V";"0.000109";"9.036861032910583e-05";"0.0001314721374474775";"109.0";"90.36861032910585";"131.47213744747748";"42452.394917000005";"35195.99939258428";"51204.652289013015"
"сидеть";"сидел";"V,act,indic,intr,ipf,m,praet,sg";"V";"0.000109";"9.036861032910583e-05";"0.0001314721374474775";"109.0";"90.36861032910585";"131.47213744747748";"42452.394917000005";"35195.99939258428";"51204.652289013015"
"петр";"петр";"S,anim,m,nom,persn,sg";"S";"0.000109";"9.036861032910583e-05";"0.0001314721374474775";"109.0";"90.36861032910585";"131.47213744747748";"42452.394917000005";"35195.99939258428";"51204.652289013015"
"город";"город";"S,acc,inan,m,sg";"S";"0.000108";"8.946226812685921e-05";"0.0001303784873328946";"108.0";"89.46226812685921";"130.37848733289462";"42062.923404";"34843.00492377954";"50778.706724193806"
"тот";"те";"APRO,acc,inan,pl";"APRO";"0.000108";"8.946226812685921e-05";"0.0001303784873328946";"108.0";"89.46226812685921";"130.37848733289462";"42062.923404";"34843.00492377954";"50778.706724193806"
"в.";"в";"INIT,abbr,patrn";"INIT";"0.000108";"8.946226812685921e-05";"0.0001303784873328946";"108.0";"89.46226812685921";"130.37848733289462";"42062.923404";"34843.00492377954";"50778.706724193806"
"разуметься";"разумеется";"V,3p,indic,intr,ipf,med,praes,sg";"V";"0.000108";"8.946226812685921e-05";"0.0001303784873328946";"108.0";"89.46226812685921";"130.37848733289462";"42062.923404";"34843.00492377954";"50778.706724193806"
"поскольку";"поскольку";"CONJ";"CONJ";"0.000108";"8.946226812685921e-05";"0.0001303784873328946";"108.0";"89.46226812685921";"130.37848733289462";"42062.923404";"34843.00492377954";"50778.706724193806"
"где-то";"где-то";"ADVPRO";"ADVPRO";"0.000107";"8.85563568223525e-05";"0.0001292844063205718";"107.0";"88.55635682235251";"129.2844063205718";"41673.451891000004";"34490.17827736951";"50352.593336979866"
"легко";"легко";"ADV";"ADV";"0.000107";"8.85563568223525e-05";"0.0001292844063205718";"107.0";"88.55635682235251";"129.2844063205718";"41673.451891000004";"34490.17827736951";"50352.593336979866"
"мир";"мир";"S,acc,inan,m,sg";"S";"0.000107";"8.85563568223525e-05";"0.0001292844063205718";"107.0";"88.55635682235251";"129.2844063205718";"41673.451891000004";"34490.17827736951";"50352.593336979866"
"некоторый";"некоторые";"APRO,nom,pl";"APRO";"0.000107";"8.85563568223525e-05";"0.0001292844063205718";"107.0";"88.55635682235251";"129.2844063205718";"41673.451891000004";"34490.17827736951";"50352.593336979866"
"другой";"другую";"APRO,acc,f,sg";"APRO";"0.000107";"8.85563568223525e-05";"0.0001292844063205718";"107.0";"88.55635682235251";"129.2844063205718";"41673.451891000004";"34490.17827736951";"50352.593336979866"
"любить";"люблю";"V,1p,act,indic,ipf,praes,sg,tran";"V";"0.000107";"8.85563568223525e-05";"0.0001292844063205718";"107.0";"88.55635682235251";"129.2844063205718";"41673.451891000004";"34490.17827736951";"50352.593336979866"
"никак";"никак";"ADVPRO";"ADVPRO";"0.000107";"8.85563568223525e-05";"0.0001292844063205718";"107.0";"88.55635682235251";"129.2844063205718";"41673.451891000004";"34490.17827736951";"50352.593336979866"
"оттуда";"оттуда";"ADVPRO";"ADVPRO";"0.000107";"8.85563568223525e-05";"0.0001292844063205718";"107.0";"88.55635682235251";"129.2844063205718";"41673.451891000004";"34490.17827736951";"50352.593336979866"
"момент";"момент";"S,acc,inan,m,sg";"S";"0.000107";"8.85563568223525e-05";"0.0001292844063205718";"107.0";"88.55635682235251";"129.2844063205718";"41673.451891000004";"34490.17827736951";"50352.593336979866"
"четыре";"четыре";"NUM,acc,inan";"NUM";"0.000107";"8.85563568223525e-05";"0.0001292844063205718";"107.0";"88.55635682235251";"129.2844063205718";"41673.451891000004";"34490.17827736951";"50352.593336979866"
"бог";"бога";"S,anim,gen,m,sg";"S";"0.000107";"8.85563568223525e-05";"0.0001292844063205718";"107.0";"88.55635682235251";"129.2844063205718";"41673.451891000004";"34490.17827736951";"50352.593336979866"
"начало";"начале";"S,inan,loc,n,sg";"S";"0.000107";"8.85563568223525e-05";"0.0001292844063205718";"107.0";"88.55635682235251";"129.2844063205718";"41673.451891000004";"34490.17827736951";"50352.593336979866"
"я";"мнѣ";"SPRO,1p,dat,sg";"SPRO";"0.000107";"8.85563568223525e-05";"0.0001292844063205718";"107.0";"88.55635682235251";"129.2844063205718";"41673.451891000004";"34490.17827736951";"50352.593336979866"
"вода";"воду";"S,acc,f,inan,sg";"S";"0.000106";"8.765088241587269e-05";"0.00012818988841022209";"106.0";"87.65088241587269";"128.1898884102221";"41283.980378";"34137.52179029503";"49926.309790430365"
"знать";"знал";"V,act,indic,ipf,m,praet,sg,tran";"V";"0.000106";"8.765088241587269e-05";"0.00012818988841022209";"106.0";"87.65088241587269";"128.1898884102221";"41283.980378";"34137.52179029503";"49926.309790430365"
"такой";"такой";"APRO,f,gen,sg";"APRO";"0.000106";"8.765088241587269e-05";"0.00012818988841022209";"106.0";"87.65088241587269";"128.1898884102221";"41283.980378";"34137.52179029503";"49926.309790430365"
"условие";"условиях";"S,inan,loc,n,pl";"S";"0.000106";"8.765088241587269e-05";"0.00012818988841022209";"106.0";"87.65088241587269";"128.1898884102221";"41283.980378";"34137.52179029503";"49926.309790430365"
"апрель";"апреля";"S,gen,inan,m,sg";"S";"0.000106";"8.765088241587269e-05";"0.00012818988841022209";"106.0";"87.65088241587269";"128.1898884102221";"41283.980378";"34137.52179029503";"49926.309790430365"
"два";"двумя";"NUM,ins";"NUM";"0.000106";"8.765088241587269e-05";"0.00012818988841022209";"106.0";"87.65088241587269";"128.1898884102221";"41283.980378";"34137.52179029503";"49926.309790430365"
"прийти";"пришли";"V,act,indic,intr,pf,pl,praet";"V";"0.000106";"8.765088241587269e-05";"0.00012818988841022209";"106.0";"87.65088241587269";"128.1898884102221";"41283.980378";"34137.52179029503";"49926.309790430365"
"зато";"зато";"CONJ";"CONJ";"0.000106";"8.765088241587269e-05";"0.00012818988841022209";"106.0";"87.65088241587269";"128.1898884102221";"41283.980378";"34137.52179029503";"49926.309790430365"
"слово";"словом";"S,inan,ins,n,sg";"S";"0.000106";"8.765088241587269e-05";"0.00012818988841022209";"106.0";"87.65088241587269";"128.1898884102221";"41283.980378";"34137.52179029503";"49926.309790430365"
"ссср";"ссср";"INIT,abbr,topon";"INIT";"0.000106";"8.765088241587269e-05";"0.00012818988841022209";"106.0";"87.65088241587269";"128.1898884102221";"41283.980378";"34137.52179029503";"49926.309790430365"
"дом";"дом";"S,inan,m,nom,sg";"S";"0.000105";"8.674585104828309e-05";"0.0001270949274609822";"105.0";"86.74585104828309";"127.09492746098219";"40894.508865";"33785.03785424745";"49499.85369285398"
"оказываться";"оказывается";"V,3p,indic,intr,ipf,med,praes,sg";"V";"0.000105";"8.674585104828309e-05";"0.0001270949274609822";"105.0";"86.74585104828309";"127.09492746098219";"40894.508865";"33785.03785424745";"49499.85369285398"
"когда-то";"когда-то";"ADVPRO";"ADVPRO";"0.000105";"8.674585104828309e-05";"0.0001270949274609822";"105.0";"86.74585104828309";"127.09492746098219";"40894.508865";"33785.03785424745";"49499.85369285398"
"много";"много";"ADVPRO";"ADVPRO";"0.000105";"8.674585104828309e-05";"0.0001270949274609822";"105.0";"86.74585104828309";"127.09492746098219";"40894.508865";"33785.03785424745";"49499.85369285398"
"происходить";"происходит";"V,3p,act,indic,intr,ipf,praes,sg";"V";"0.000105";"8.674585104828309e-05";"0.0001270949274609822";"105.0";"86.74585104828309";"127.09492746098219";"40894.508865";"33785.03785424745";"49499.85369285398"
"россия";"россия";"S,f,inan,nom,sg,topon";"S";"0.000105";"8.674585104828309e-05";"0.0001270949274609822";"105.0";"86.74585104828309";"127.09492746098219";"40894.508865";"33785.03785424745";"49499.85369285398"
"слово";"словами";"S,inan,ins,n,pl";"S";"0.000105";"8.674585104828309e-05";"0.0001270949274609822";"105.0";"86.74585104828309";"127.09492746098219";"40894.508865";"33785.03785424745";"49499.85369285398"
"ты";"тобой";"SPRO,2p,ins,sg";"SPRO";"0.000105";"8.674585104828309e-05";"0.0001270949274609822";"105.0";"86.74585104828309";"127.09492746098219";"40894.508865";"33785.03785424745";"49499.85369285398"
"они";"них";"SPRO,3p,acc,pl";"SPRO";"0.000104";"8.584126900567797e-05";"0.0001259995171867578";"104.0";"85.84126900567797";"125.9995171867578";"40505.037352";"33432.72891748141";"49073.22259599606"
"видеть";"вижу";"V,1p,act,indic,ipf,praes,sg,tran";"V";"0.000104";"8.584126900567797e-05";"0.0001259995171867578";"104.0";"85.84126900567797";"125.9995171867578";"40505.037352";"33432.72891748141";"49073.22259599606"
"а";"а";"INTJ";"INTJ";"0.000104";"8.584126900567797e-05";"0.0001259995171867578";"104.0";"85.84126900567797";"125.9995171867578";"40505.037352";"33432.72891748141";"49073.22259599606"
"нога";"ноги";"S,acc,f,inan,pl";"S";"0.000104";"8.584126900567797e-05";"0.0001259995171867578";"104.0";"85.84126900567797";"125.9995171867578";"40505.037352";"33432.72891748141";"49073.22259599606"
"ваш";"ваше";"APRO,n,nom,sg";"APRO";"0.000104";"8.584126900567797e-05";"0.0001259995171867578";"104.0";"85.84126900567797";"125.9995171867578";"40505.037352";"33432.72891748141";"49073.22259599606"
"м.";"м";"INIT,abbr,persn";"INIT";"0.000104";"8.584126900567797e-05";"0.0001259995171867578";"104.0";"85.84126900567797";"125.9995171867578";"40505.037352";"33432.72891748141";"49073.22259599606"
"деятельность";"деятельности";"S,f,gen,inan,sg";"S";"0.000104";"8.584126900567797e-05";"0.0001259995171867578";"104.0";"85.84126900567797";"125.9995171867578";"40505.037352";"33432.72891748141";"49073.22259599606"
"андрей";"андрей";"S,anim,m,nom,persn,sg";"S";"0.000104";"8.584126900567797e-05";"0.0001259995171867578";"104.0";"85.84126900567797";"125.9995171867578";"40505.037352";"33432.72891748141";"49073.22259599606"
"право";"право";"S,acc,inan,n,sg";"S";"0.000103";"8.493714272423718e-05";"0.00012490365115136906";"103.0";"84.93714272423718";"124.90365115136908";"40115.565839";"33080.5974867056";"48646.4139931479"
"свой";"своей";"APRO,dat,f,sg";"APRO";"0.000103";"8.493714272423718e-05";"0.00012490365115136906";"103.0";"84.93714272423718";"124.90365115136908";"40115.565839";"33080.5974867056";"48646.4139931479"
"спокойно";"спокойно";"ADV";"ADV";"0.000103";"8.493714272423718e-05";"0.00012490365115136906";"103.0";"84.93714272423718";"124.90365115136908";"40115.565839";"33080.5974867056";"48646.4139931479"
"день";"днем";"S,inan,ins,m,sg";"S";"0.000103";"8.493714272423718e-05";"0.00012490365115136906";"103.0";"84.93714272423718";"124.90365115136908";"40115.565839";"33080.5974867056";"48646.4139931479"
"вновь";"вновь";"ADV";"ADV";"0.000103";"8.493714272423718e-05";"0.00012490365115136906";"103.0";"84.93714272423718";"124.90365115136908";"40115.565839";"33080.5974867056";"48646.4139931479"
"благодаря";"благодаря";"PR";"PR";"0.000102";"8.403347879529134e-05";"0.00012380732276348537";"102.0";"84.03347879529136";"123.80732276348537";"39726.094326";"32728.646129055538";"48219.42531717399"
"человек";"людьми";"S,anim,ins,m,pl";"S";"0.000102";"8.403347879529134e-05";"0.00012380732276348537";"102.0";"84.03347879529136";"123.80732276348537";"39726.094326";"32728.646129055538";"48219.42531717399"
"далее";"далее";"ADV,comp";"ADV";"0.000102";"8.403347879529134e-05";"0.00012380732276348537";"102.0";"84.03347879529136";"123.80732276348537";"39726.094326";"32728.646129055538";"48219.42531717399"
"октябрь";"октября";"S,gen,inan,m,sg";"S";"0.000102";"8.403347879529134e-05";"0.00012380732276348537";"102.0";"84.03347879529136";"123.80732276348537";"39726.094326";"32728.646129055538";"48219.42531717399"
"душа";"душу";"S,acc,f,inan,sg";"S";"0.000102";"8.403347879529134e-05";"0.00012380732276348537";"102.0";"84.03347879529136";"123.80732276348537";"39726.094326";"32728.646129055538";"48219.42531717399"
"лицо";"лица";"S,gen,inan,n,sg";"S";"0.000102";"8.403347879529134e-05";"0.00012380732276348537";"102.0";"84.03347879529136";"123.80732276348537";"39726.094326";"32728.646129055538";"48219.42531717399"
"май";"мая";"S,gen,inan,m,sg";"S";"0.000102";"8.403347879529134e-05";"0.00012380732276348537";"102.0";"84.03347879529136";"123.80732276348537";"39726.094326";"32728.646129055538";"48219.42531717399"
"стол";"стол";"S,acc,inan,m,sg";"S";"0.000102";"8.403347879529134e-05";"0.00012380732276348537";"102.0";"84.03347879529136";"123.80732276348537";"39726.094326";"32728.646129055538";"48219.42531717399"
"все";"всем";"SPRO,anim,dat,pl";"SPRO";"0.000101";"8.313028397060917e-05";"0.00012271052527133803";"101.0";"83.13028397060918";"122.71052527133803";"39336.622813";"32376.877474152803";"47792.25393845276"
"один";"одного";"APRO,gen,m,sg";"APRO";"0.000101";"8.313028397060917e-05";"0.00012271052527133803";"101.0";"83.13028397060918";"122.71052527133803";"39336.622813";"32376.877474152803";"47792.25393845276"
"раз";"раза";"S,gen,inan,m,sg";"S";"0.000101";"8.313028397060917e-05";"0.00012271052527133803";"101.0";"83.13028397060918";"122.71052527133803";"39336.622813";"32376.877474152803";"47792.25393845276"
"весь";"всей";"APRO,f,gen,sg";"APRO";"0.000101";"8.313028397060917e-05";"0.00012271052527133803";"101.0";"83.13028397060918";"122.71052527133803";"39336.622813";"32376.877474152803";"47792.25393845276"
"друг";"друга";"SPRO,acc";"SPRO";"0.000101";"8.313028397060917e-05";"0.00012271052527133803";"101.0";"83.13028397060918";"122.71052527133803";"39336.622813";"32376.877474152803";"47792.25393845276"
"глаз";"глазах";"S,inan,loc,m,pl";"S";"0.000101";"8.313028397060917e-05";"0.00012271052527133803";"101.0";"83.13028397060918";"122.71052527133803";"39336.622813";"32376.877474152803";"47792.25393845276"
"жить";"живет";"V,3p,act,indic,intr,ipf,praes,sg";"V";"0.000101";"8.313028397060917e-05";"0.00012271052527133803";"101.0";"83.13028397060918";"122.71052527133803";"39336.622813";"32376.877474152803";"47792.25393845276"
"жить";"жил";"V,act,indic,intr,ipf,m,praet,sg";"V";"0.000101";"8.313028397060917e-05";"0.00012271052527133803";"101.0";"83.13028397060918";"122.71052527133803";"39336.622813";"32376.877474152803";"47792.25393845276"
"отец";"отца";"S,anim,gen,m,sg";"S";"0.000101";"8.313028397060917e-05";"0.00012271052527133803";"101.0";"83.13028397060918";"122.71052527133803";"39336.622813";"32376.877474152803";"47792.25393845276"
"такой";"такие";"APRO,acc,inan,pl";"APRO";"0.000101";"8.313028397060917e-05";"0.00012271052527133803";"101.0";"83.13028397060918";"122.71052527133803";"39336.622813";"32376.877474152803";"47792.25393845276"
"такой";"такую";"APRO,acc,f,sg";"APRO";"0.0001";"8.222756516791855e-05";"0.00012161325175719914";"100.0";"82.22756516791857";"121.61325175719914";"38947.151300000005";"32025.29421625534";"47364.89716272626"
"часть";"часть";"S,acc,f,inan,sg";"S";"0.0001";"8.222756516791855e-05";"0.00012161325175719914";"100.0";"82.22756516791857";"121.61325175719914";"38947.151300000005";"32025.29421625534";"47364.89716272626"
"человек";"человеком";"S,anim,ins,m,sg";"S";"0.0001";"8.222756516791855e-05";"0.00012161325175719914";"100.0";"82.22756516791857";"121.61325175719914";"38947.151300000005";"32025.29421625534";"47364.89716272626"
"ради";"ради";"PR";"PR";"0.0001";"8.222756516791855e-05";"0.00012161325175719914";"100.0";"82.22756516791857";"121.61325175719914";"38947.151300000005";"32025.29421625534";"47364.89716272626"
"свой";"своем";"APRO,loc,m,sg";"APRO";"0.0001";"8.222756516791855e-05";"0.00012161325175719914";"100.0";"82.22756516791857";"121.61325175719914";"38947.151300000005";"32025.29421625534";"47364.89716272626"
"свой";"своим";"APRO,ins,n,sg";"APRO";"0.0001";"8.222756516791855e-05";"0.00012161325175719914";"100.0";"82.22756516791857";"121.61325175719914";"38947.151300000005";"32025.29421625534";"47364.89716272626"
"9";"9";"NUM,ciph";"NUM";"0.0001";"8.222756516791855e-05";"0.00012161325175719914";"100.0";"82.22756516791857";"121.61325175719914";"38947.151300000005";"32025.29421625534";"47364.89716272626"
"найти";"нашел";"V,act,indic,m,pf,praet,sg,tran";"V";"0.0001";"8.222756516791855e-05";"0.00012161325175719914";"100.0";"82.22756516791857";"121.61325175719914";"38947.151300000005";"32025.29421625534";"47364.89716272626"
"пожалуй";"пожалуй";"PARENTH";"PARENTH";"0.0001";"8.222756516791855e-05";"0.00012161325175719914";"100.0";"82.22756516791857";"121.61325175719914";"38947.151300000005";"32025.29421625534";"47364.89716272626"
"система";"системы";"S,f,gen,inan,sg";"S";"0.0001";"8.222756516791855e-05";"0.00012161325175719914";"100.0";"82.22756516791857";"121.61325175719914";"38947.151300000005";"32025.29421625534";"47364.89716272626"
"комната";"комнату";"S,acc,f,inan,sg";"S";"0.0001";"8.222756516791855e-05";"0.00012161325175719914";"100.0";"82.22756516791857";"121.61325175719914";"38947.151300000005";"32025.29421625534";"47364.89716272626"
"первый";"первого";"ANUM,gen,m,sg";"ANUM";"9.9e-05";"8.132532947667442e-05";"0.00012051549513161376";"99.0";"81.32532947667441";"120.51549513161376";"38557.679787";"31673.899116503882";"46937.35222885375"
"свой";"своему";"APRO,dat,m,sg";"APRO";"9.9e-05";"8.132532947667442e-05";"0.00012051549513161376";"99.0";"81.32532947667441";"120.51549513161376";"38557.679787";"31673.899116503882";"46937.35222885375"
"хотеться";"хочется";"V,3p,indic,intr,ipf,med,praes,sg";"V";"9.9e-05";"8.132532947667442e-05";"0.00012051549513161376";"99.0";"81.32532947667441";"120.51549513161376";"38557.679787";"31673.899116503882";"46937.35222885375"
"этот";"этой";"APRO,f,ins,sg";"APRO";"9.9e-05";"8.132532947667442e-05";"0.00012051549513161376";"99.0";"81.32532947667441";"120.51549513161376";"38557.679787";"31673.899116503882";"46937.35222885375"
"месяц";"месяц";"S,acc,inan,m,sg";"S";"9.9e-05";"8.132532947667442e-05";"0.00012051549513161376";"99.0";"81.32532947667441";"120.51549513161376";"38557.679787";"31673.899116503882";"46937.35222885375"
"сесть";"сел";"V,act,indic,intr,m,pf,praet,sg";"V";"9.9e-05";"8.132532947667442e-05";"0.00012051549513161376";"99.0";"81.32532947667441";"120.51549513161376";"38557.679787";"31673.899116503882";"46937.35222885375"
"тот";"той";"APRO,f,gen,sg";"APRO";"9.9e-05";"8.132532947667442e-05";"0.00012051549513161376";"99.0";"81.32532947667441";"120.51549513161376";"38557.679787";"31673.899116503882";"46937.35222885375"
"продолжать";"продолжал";"V,act,indic,intr,ipf,m,praet,sg,tran";"V";"9.9e-05";"8.132532947667442e-05";"0.00012051549513161376";"99.0";"81.32532947667441";"120.51549513161376";"38557.679787";"31673.899116503882";"46937.35222885375"
"отвечать";"отвечал";"V,act,indic,intr,ipf,m,praet,sg,tran";"V";"9.9e-05";"8.132532947667442e-05";"0.00012051549513161376";"99.0";"81.32532947667441";"120.51549513161376";"38557.679787";"31673.899116503882";"46937.35222885375"
"возможность";"возможность";"S,acc,f,inan,sg";"S";"9.8e-05";"8.042358416408695e-05";"0.00011941724812737172";"98.0";"80.42358416408696";"119.41724812737172";"38168.208274000004";"31322.695005269783";"46509.61630646388"
"какой";"какое";"APRO,n,nom,sg";"APRO";"9.8e-05";"8.042358416408695e-05";"0.00011941724812737172";"98.0";"80.42358416408696";"119.41724812737172";"38168.208274000004";"31322.695005269783";"46509.61630646388"
"получить";"получить";"V,act,inf,pf,tran";"V";"9.8e-05";"8.042358416408695e-05";"0.00011941724812737172";"98.0";"80.42358416408696";"119.41724812737172";"38168.208274000004";"31322.695005269783";"46509.61630646388"
"давать";"дает";"V,3p,act,indic,ipf,praes,sg,tran";"V";"9.8e-05";"8.042358416408695e-05";"0.00011941724812737172";"98.0";"80.42358416408696";"119.41724812737172";"38168.208274000004";"31322.695005269783";"46509.61630646388"
"область";"области";"S,f,inan,loc,sg";"S";"9.8e-05";"8.042358416408695e-05";"0.00011941724812737172";"98.0";"80.42358416408696";"119.41724812737172";"38168.208274000004";"31322.695005269783";"46509.61630646388"
"остаться";"остался";"V,indic,intr,m,med,pf,praet,sg";"V";"9.8e-05";"8.042358416408695e-05";"0.00011941724812737172";"98.0";"80.42358416408696";"119.41724812737172";"38168.208274000004";"31322.695005269783";"46509.61630646388"
"повод";"поводу";"S,dat,inan,m,sg";"S";"9.8e-05";"8.042358416408695e-05";"0.00011941724812737172";"98.0";"80.42358416408696";"119.41724812737172";"38168.208274000004";"31322.695005269783";"46509.61630646388"
"комната";"комнате";"S,f,inan,loc,sg";"S";"9.8e-05";"8.042358416408695e-05";"0.00011941724812737172";"98.0";"80.42358416408696";"119.41724812737172";"38168.208274000004";"31322.695005269783";"46509.61630646388"
"известно";"известно";"PRAEDIC";"PRAEDIC";"9.7e-05";"7.952233668142456e-05";"0.00011831850329320459";"97.0";"79.52233668142456";"118.3185032932046";"37778.736761";"30971.684784609824";"46081.686493499874"
"только";"только";"CONJ";"CONJ";"9.7e-05";"7.952233668142456e-05";"0.00011831850329320459";"97.0";"79.52233668142456";"118.3185032932046";"37778.736761";"30971.684784609824";"46081.686493499874"
"десять";"десять";"NUM,acc";"NUM";"9.7e-05";"7.952233668142456e-05";"0.00011831850329320459";"97.0";"79.52233668142456";"118.3185032932046";"37778.736761";"30971.684784609824";"46081.686493499874"
"знать";"знаете";"V,2p,act,indic,intr,ipf,pl,praes,tran";"V";"9.7e-05";"7.952233668142456e-05";"0.00011831850329320459";"97.0";"79.52233668142456";"118.3185032932046";"37778.736761";"30971.684784609824";"46081.686493499874"
"многие";"многие";"SPRO,anim,nom,pl";"SPRO";"9.7e-05";"7.952233668142456e-05";"0.00011831850329320459";"97.0";"79.52233668142456";"118.3185032932046";"37778.736761";"30971.684784609824";"46081.686493499874"
"первый";"первая";"ANUM,f,nom,sg";"ANUM";"9.7e-05";"7.952233668142456e-05";"0.00011831850329320459";"97.0";"79.52233668142456";"118.3185032932046";"37778.736761";"30971.684784609824";"46081.686493499874"
"свет";"свете";"S,inan,loc,m,sg";"S";"9.7e-05";"7.952233668142456e-05";"0.00011831850329320459";"97.0";"79.52233668142456";"118.3185032932046";"37778.736761";"30971.684784609824";"46081.686493499874"
"свой";"своего";"APRO,acc,anim,m,sg";"APRO";"9.7e-05";"7.952233668142456e-05";"0.00011831850329320459";"97.0";"79.52233668142456";"118.3185032932046";"37778.736761";"30971.684784609824";"46081.686493499874"
"тот";"том";"APRO,loc,m,sg";"APRO";"9.7e-05";"7.952233668142456e-05";"0.00011831850329320459";"97.0";"79.52233668142456";"118.3185032932046";"37778.736761";"30971.684784609824";"46081.686493499874"
"отсюда";"отсюда";"ADVPRO";"ADVPRO";"9.7e-05";"7.952233668142456e-05";"0.00011831850329320459";"97.0";"79.52233668142456";"118.3185032932046";"37778.736761";"30971.684784609824";"46081.686493499874"
"москва";"москва";"S,f,inan,nom,sg,topon";"S";"9.7e-05";"7.952233668142456e-05";"0.00011831850329320459";"97.0";"79.52233668142456";"118.3185032932046";"37778.736761";"30971.684784609824";"46081.686493499874"
"мимо";"мимо";"PR";"PR";"9.6e-05";"7.862159467060725e-05";"0.00011721925298719238";"96.0";"78.62159467060725";"117.21925298719239";"37389.265248";"30620.871430834144";"45653.559813651584"
"случиться";"случилось";"V,indic,intr,med,n,pf,praet,sg";"V";"9.6e-05";"7.862159467060725e-05";"0.00011721925298719238";"96.0";"78.62159467060725";"117.21925298719239";"37389.265248";"30620.871430834144";"45653.559813651584"
"оказаться";"оказался";"V,indic,intr,m,med,pf,praet,sg";"V";"9.6e-05";"7.862159467060725e-05";"0.00011721925298719238";"96.0";"78.62159467060725";"117.21925298719239";"37389.265248";"30620.871430834144";"45653.559813651584"
"почему-то";"почему-то";"ADVPRO";"ADVPRO";"9.6e-05";"7.862159467060725e-05";"0.00011721925298719238";"96.0";"78.62159467060725";"117.21925298719239";"37389.265248";"30620.871430834144";"45653.559813651584"
"путь";"путь";"S,acc,inan,m,sg";"S";"9.6e-05";"7.862159467060725e-05";"0.00011721925298719238";"96.0";"78.62159467060725";"117.21925298719239";"37389.265248";"30620.871430834144";"45653.559813651584"
"сентябрь";"сентября";"S,gen,inan,m,sg";"S";"9.6e-05";"7.862159467060725e-05";"0.00011721925298719238";"96.0";"78.62159467060725";"117.21925298719239";"37389.265248";"30620.871430834144";"45653.559813651584"
"стать";"стать";"V,act,inf,intr,pf";"V";"9.6e-05";"7.862159467060725e-05";"0.00011721925298719238";"96.0";"78.62159467060725";"117.21925298719239";"37389.265248";"30620.871430834144";"45653.559813651584"
"новый";"новых";"A,gen,pl,plen";"A";"9.6e-05";"7.862159467060725e-05";"0.00011721925298719238";"96.0";"78.62159467060725";"117.21925298719239";"37389.265248";"30620.871430834144";"45653.559813651584"
"25";"25";"NUM,ciph";"NUM";"9.6e-05";"7.862159467060725e-05";"0.00011721925298719238";"96.0";"78.62159467060725";"117.21925298719239";"37389.265248";"30620.871430834144";"45653.559813651584"
"спать";"спать";"V,act,inf,intr,ipf";"V";"9.6e-05";"7.862159467060725e-05";"0.00011721925298719238";"96.0";"78.62159467060725";"117.21925298719239";"37389.265248";"30620.871430834144";"45653.559813651584"
"никто";"никого";"SPRO,anim,gen,m,sg";"SPRO";"9.5e-05";"7.772136597110671e-05";"0.0001161194893698634";"95.0";"77.72136597110672";"116.11948936986342";"36999.793735";"30270.25799719365";"45225.233213668114"
"ночь";"ночи";"S,f,gen,inan,sg";"S";"9.5e-05";"7.772136597110671e-05";"0.0001161194893698634";"95.0";"77.72136597110672";"116.11948936986342";"36999.793735";"30270.25799719365";"45225.233213668114"
"прийти";"пришла";"V,act,f,indic,intr,pf,praet,sg";"V";"9.5e-05";"7.772136597110671e-05";"0.0001161194893698634";"95.0";"77.72136597110672";"116.11948936986342";"36999.793735";"30270.25799719365";"45225.233213668114"
"солнце";"солнце";"S,inan,n,nom,sg";"S";"9.5e-05";"7.772136597110671e-05";"0.0001161194893698634";"95.0";"77.72136597110672";"116.11948936986342";"36999.793735";"30270.25799719365";"45225.233213668114"
"лицо";"лицом";"S,inan,ins,n,sg";"S";"9.5e-05";"7.772136597110671e-05";"0.0001161194893698634";"95.0";"77.72136597110672";"116.11948936986342";"36999.793735";"30270.25799719365";"45225.233213668114"
"впервые";"впервые";"ADV";"ADV";"9.4e-05";"7.682165862717088e-05";"0.00011501920439696972";"94.0";"76.82165862717089";"115.01920439696971";"36610.322222";"29919.84761669375";"44796.70356054405"
"дело";"дел";"S,gen,inan,n,pl";"S";"9.4e-05";"7.682165862717088e-05";"0.00011501920439696972";"94.0";"76.82165862717089";"115.01920439696971";"36610.322222";"29919.84761669375";"44796.70356054405"
"дело";"делу";"S,dat,inan,n,sg";"S";"9.4e-05";"7.682165862717088e-05";"0.00011501920439696972";"94.0";"76.82165862717089";"115.01920439696971";"36610.322222";"29919.84761669375";"44796.70356054405"
"любовь";"любви";"S,f,gen,inan,sg";"S";"9.4e-05";"7.682165862717088e-05";"0.00011501920439696972";"94.0";"76.82165862717089";"115.01920439696971";"36610.322222";"29919.84761669375";"44796.70356054405"
"церковь";"церкви";"S,f,gen,inan,sg";"S";"9.4e-05";"7.682165862717088e-05";"0.00011501920439696972";"94.0";"76.82165862717089";"115.01920439696971";"36610.322222";"29919.84761669375";"44796.70356054405"
"ii";"ii";"ANUM";"ANUM";"9.4e-05";"7.682165862717088e-05";"0.00011501920439696972";"94.0";"76.82165862717089";"115.01920439696971";"36610.322222";"29919.84761669375";"44796.70356054405"
